[I 240116 09:00:54 policy_utils:158] {
      "env": "MovieLensEnv-v0",
      "user_model_name": "DeepFM",
      "seed": 2023,
      "cuda": 7,
      "remove_recommended_ids": false,
      "draw_bar": false,
      "is_userinfo": true,
      "is_all_item_ranking": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "use_pretrained_embedding": true,
      "exploration_noise": false,
      "explore_eps": 0.01,
      "need_state_norm": false,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "random_init": true,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "dilations": "[1, 2, 1, 2, 1, 2]",
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 100,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "n_step": 3,
      "update_per_step": 0.125,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "step_per_collect": 100,
      "repeat_per_collect": 1,
      "logdir": "log",
      "read_message": "pointneg_5",
      "all_item_ranking": false,
      "is_binarize": true,
      "need_transform": true,
      "use_auxiliary": true,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 4,
      "yfeat": "rating",
      "leave_threshold": 75,
      "num_leave_compute": 7,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "model_name": "A2C",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "message": "A2C_5",
      "hostname": "server3"
    }
[I 240116 09:09:58 loggers:84] Epoch: [1], Info: [{'num_test': 100, 'len_tra': 6.58, 'R_tra': 16.37875926807523, 'ctr': '2.48917', 'CV': '0.05061', 'CV_turn': '0.30395', 'Diversity': '0.88527', 'Novelty': '5.38712', 'ifeat_feat': 0.7537993920972644, 'NX_0_len_tra': 9.09, 'NX_0_R_tra': 20.760326091200113, 'NX_0_ctr': '2.28386', 'NX_0_CV': '0.06402', 'NX_0_CV_turn': '0.27833', 'NX_0_Diversity': '0.99245', 'NX_0_Novelty': '5.57715', 'NX_0_ifeat_feat': 0.7480748074807481, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.036080008447172, 'NX_10_ctr': '2.40361', 'NX_10_CV': '0.07110', 'NX_10_CV_turn': '0.28100', 'NX_10_Diversity': '0.99285', 'NX_10_Novelty': '5.58135', 'NX_10_ifeat_feat': 0.738}]
[I 240116 10:39:56 loggers:84] Epoch: [12], Info: [{'num_test': 100, 'len_tra': 8.39, 'R_tra': 25.695326178073884, 'ctr': '3.06261', 'CV': '0.01037', 'CV_turn': '0.04887', 'Diversity': '0.87631', 'Novelty': '5.62070', 'ifeat_feat': 0.799761620977354, 'NX_0_len_tra': 26.11, 'NX_0_R_tra': 49.52081271260977, 'NX_0_ctr': '1.89662', 'NX_0_CV': '0.03517', 'NX_0_CV_turn': '0.05324', 'NX_0_Diversity': '0.99296', 'NX_0_Novelty': '6.08572', 'NX_0_ifeat_feat': 0.6338567598621218, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.66997565329075, 'NX_10_ctr': '2.26700', 'NX_10_CV': '0.01518', 'NX_10_CV_turn': '0.06000', 'NX_10_Diversity': '0.99321', 'NX_10_Novelty': '5.93020', 'NX_10_ifeat_feat': 0.679}]
[I 240116 10:47:35 loggers:84] Epoch: [13], Info: [{'num_test': 100, 'len_tra': 8.67, 'R_tra': 26.363714966773987, 'ctr': '3.04080', 'CV': '0.00886', 'CV_turn': '0.04037', 'Diversity': '0.87604', 'Novelty': '5.65361', 'ifeat_feat': 0.8131487889273357, 'NX_0_len_tra': 26.32, 'NX_0_R_tra': 49.537466739416125, 'NX_0_ctr': '1.88212', 'NX_0_CV': '0.03264', 'NX_0_CV_turn': '0.04901', 'NX_0_Diversity': '0.99300', 'NX_0_Novelty': '6.07457', 'NX_0_ifeat_feat': 0.6276595744680851, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.58688233219087, 'NX_10_ctr': '2.35869', 'NX_10_CV': '0.01392', 'NX_10_CV_turn': '0.05500', 'NX_10_Diversity': '0.99323', 'NX_10_Novelty': '6.01290', 'NX_10_ifeat_feat': 0.671}]
[I 240116 10:55:27 loggers:84] Epoch: [14], Info: [{'num_test': 100, 'len_tra': 8.59, 'R_tra': 27.542120257616045, 'ctr': '3.20630', 'CV': '0.00911', 'CV_turn': '0.04191', 'Diversity': '0.87766', 'Novelty': '5.48343', 'ifeat_feat': 0.7951105937136205, 'NX_0_len_tra': 27.85, 'NX_0_R_tra': 53.91810882106424, 'NX_0_ctr': '1.93602', 'NX_0_CV': '0.02733', 'NX_0_CV_turn': '0.03878', 'NX_0_Diversity': '0.99304', 'NX_0_Novelty': '5.99403', 'NX_0_ifeat_feat': 0.6280071813285458, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.51374473169446, 'NX_10_ctr': '2.25137', 'NX_10_CV': '0.01265', 'NX_10_CV_turn': '0.05000', 'NX_10_Diversity': '0.99321', 'NX_10_Novelty': '5.83377', 'NX_10_ifeat_feat': 0.67}]
[I 240116 11:02:39 loggers:84] Epoch: [15], Info: [{'num_test': 100, 'len_tra': 8.47, 'R_tra': 25.771868946403266, 'ctr': '3.04272', 'CV': '0.00911', 'CV_turn': '0.04250', 'Diversity': '0.87702', 'Novelty': '5.54801', 'ifeat_feat': 0.7981109799291618, 'NX_0_len_tra': 27.8, 'NX_0_R_tra': 52.78792746763676, 'NX_0_ctr': '1.89885', 'NX_0_CV': '0.02657', 'NX_0_CV_turn': '0.03777', 'NX_0_Diversity': '0.99313', 'NX_0_Novelty': '6.02684', 'NX_0_ifeat_feat': 0.6237410071942446, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.545864798352124, 'NX_10_ctr': '2.25459', 'NX_10_CV': '0.01088', 'NX_10_CV_turn': '0.04300', 'NX_10_Diversity': '0.99325', 'NX_10_Novelty': '6.00410', 'NX_10_ifeat_feat': 0.663}]
[I 240116 11:09:33 loggers:84] Epoch: [16], Info: [{'num_test': 100, 'len_tra': 8.68, 'R_tra': 28.1594446182251, 'ctr': '3.24418', 'CV': '0.00987', 'CV_turn': '0.04493', 'Diversity': '0.87993', 'Novelty': '5.59841', 'ifeat_feat': 0.8294930875576036, 'NX_0_len_tra': 28.01, 'NX_0_R_tra': 51.26452760964632, 'NX_0_ctr': '1.83022', 'NX_0_CV': '0.02151', 'NX_0_CV_turn': '0.03035', 'NX_0_Diversity': '0.99303', 'NX_0_Novelty': '6.03364', 'NX_0_ifeat_feat': 0.6097822206354874, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.646402388960123, 'NX_10_ctr': '2.16464', 'NX_10_CV': '0.01113', 'NX_10_CV_turn': '0.04400', 'NX_10_Diversity': '0.99324', 'NX_10_Novelty': '5.82915', 'NX_10_ifeat_feat': 0.69}]
[I 240116 11:17:01 loggers:84] Epoch: [17], Info: [{'num_test': 100, 'len_tra': 8.67, 'R_tra': 26.43535959497094, 'ctr': '3.04906', 'CV': '0.00936', 'CV_turn': '0.04268', 'Diversity': '0.88079', 'Novelty': '5.59943', 'ifeat_feat': 0.790080738177624, 'NX_0_len_tra': 28.49, 'NX_0_R_tra': 52.03988855592907, 'NX_0_ctr': '1.82660', 'NX_0_CV': '0.02176', 'NX_0_CV_turn': '0.03019', 'NX_0_Diversity': '0.99302', 'NX_0_Novelty': '5.99021', 'NX_0_ifeat_feat': 0.6051246051246051, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.81560667000711, 'NX_10_ctr': '2.18156', 'NX_10_CV': '0.01189', 'NX_10_CV_turn': '0.04700', 'NX_10_Diversity': '0.99329', 'NX_10_Novelty': '6.02424', 'NX_10_ifeat_feat': 0.656}]
[I 240116 11:24:12 loggers:84] Epoch: [18], Info: [{'num_test': 100, 'len_tra': 8.44, 'R_tra': 26.728377477526664, 'ctr': '3.16687', 'CV': '0.00962', 'CV_turn': '0.04502', 'Diversity': '0.87503', 'Novelty': '5.51506', 'ifeat_feat': 0.79739336492891, 'NX_0_len_tra': 28.74, 'NX_0_R_tra': 52.733837923407556, 'NX_0_ctr': '1.83486', 'NX_0_CV': '0.01948', 'NX_0_CV_turn': '0.02679', 'NX_0_Diversity': '0.99309', 'NX_0_Novelty': '5.99749', 'NX_0_ifeat_feat': 0.6137787056367432, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.53868972055614, 'NX_10_ctr': '2.25387', 'NX_10_CV': '0.01063', 'NX_10_CV_turn': '0.04200', 'NX_10_Diversity': '0.99337', 'NX_10_Novelty': '5.82198', 'NX_10_ifeat_feat': 0.663}]
[I 240116 11:31:40 loggers:84] Epoch: [19], Info: [{'num_test': 100, 'len_tra': 8.6, 'R_tra': 26.801603182554246, 'ctr': '3.11647', 'CV': '0.00911', 'CV_turn': '0.04186', 'Diversity': '0.87593', 'Novelty': '5.76930', 'ifeat_feat': 0.8093023255813954, 'NX_0_len_tra': 28.96, 'NX_0_R_tra': 54.292462410479786, 'NX_0_ctr': '1.87474', 'NX_0_CV': '0.01645', 'NX_0_CV_turn': '0.02244', 'NX_0_Diversity': '0.99304', 'NX_0_Novelty': '6.17609', 'NX_0_ifeat_feat': 0.6236187845303868, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.374182327091695, 'NX_10_ctr': '2.23742', 'NX_10_CV': '0.00962', 'NX_10_CV_turn': '0.03800', 'NX_10_Diversity': '0.99331', 'NX_10_Novelty': '6.08417', 'NX_10_ifeat_feat': 0.67}]
[I 240116 11:39:05 loggers:84] Epoch: [20], Info: [{'num_test': 100, 'len_tra': 8.38, 'R_tra': 26.441506520807742, 'ctr': '3.15531', 'CV': '0.00936', 'CV_turn': '0.04415', 'Diversity': '0.87344', 'Novelty': '5.68185', 'ifeat_feat': 0.7649164677804295, 'NX_0_len_tra': 29.38, 'NX_0_R_tra': 54.91901554018259, 'NX_0_ctr': '1.86927', 'NX_0_CV': '0.01518', 'NX_0_CV_turn': '0.02042', 'NX_0_Diversity': '0.99306', 'NX_0_Novelty': '6.09445', 'NX_0_ifeat_feat': 0.6068754254594962, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.465154821425678, 'NX_10_ctr': '2.24652', 'NX_10_CV': '0.00987', 'NX_10_CV_turn': '0.03900', 'NX_10_Diversity': '0.99334', 'NX_10_Novelty': '5.93247', 'NX_10_ifeat_feat': 0.655}]
[I 240116 11:46:45 loggers:84] Epoch: [21], Info: [{'num_test': 100, 'len_tra': 8.74, 'R_tra': 28.10782314762473, 'ctr': '3.21600', 'CV': '0.00936', 'CV_turn': '0.04233', 'Diversity': '0.87738', 'Novelty': '5.69730', 'ifeat_feat': 0.799771167048055, 'NX_0_len_tra': 28.6, 'NX_0_R_tra': 52.577507153749465, 'NX_0_ctr': '1.83837', 'NX_0_CV': '0.01341', 'NX_0_CV_turn': '0.01853', 'NX_0_Diversity': '0.99306', 'NX_0_Novelty': '6.10392', 'NX_0_ifeat_feat': 0.6171328671328671, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.10012346930802, 'NX_10_ctr': '2.21001', 'NX_10_CV': '0.01063', 'NX_10_CV_turn': '0.04200', 'NX_10_Diversity': '0.99331', 'NX_10_Novelty': '6.05315', 'NX_10_ifeat_feat': 0.655}]
[I 240116 11:54:06 loggers:84] Epoch: [22], Info: [{'num_test': 100, 'len_tra': 8.65, 'R_tra': 27.731419500261545, 'ctr': '3.20594', 'CV': '0.00962', 'CV_turn': '0.04393', 'Diversity': '0.87755', 'Novelty': '5.57327', 'ifeat_feat': 0.7595375722543353, 'NX_0_len_tra': 29.82, 'NX_0_R_tra': 54.27538100548089, 'NX_0_ctr': '1.82010', 'NX_0_CV': '0.01189', 'NX_0_CV_turn': '0.01576', 'NX_0_Diversity': '0.99303', 'NX_0_Novelty': '6.07909', 'NX_0_ifeat_feat': 0.6069751844399732, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.694552494958042, 'NX_10_ctr': '2.16946', 'NX_10_CV': '0.01088', 'NX_10_CV_turn': '0.04300', 'NX_10_Diversity': '0.99328', 'NX_10_Novelty': '5.93088', 'NX_10_ifeat_feat': 0.648}]
[I 240116 12:01:46 loggers:84] Epoch: [23], Info: [{'num_test': 100, 'len_tra': 8.49, 'R_tra': 27.44918121576309, 'ctr': '3.23312', 'CV': '0.00886', 'CV_turn': '0.04122', 'Diversity': '0.87660', 'Novelty': '5.75175', 'ifeat_feat': 0.773851590106007, 'NX_0_len_tra': 29.26, 'NX_0_R_tra': 54.17746524505317, 'NX_0_ctr': '1.85159', 'NX_0_CV': '0.01240', 'NX_0_CV_turn': '0.01675', 'NX_0_Diversity': '0.99301', 'NX_0_Novelty': '6.09475', 'NX_0_ifeat_feat': 0.6247436773752563, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.919020680934192, 'NX_10_ctr': '2.19190', 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.03700', 'NX_10_Diversity': '0.99336', 'NX_10_Novelty': '6.20653', 'NX_10_ifeat_feat': 0.671}]
[I 240116 12:08:22 loggers:84] Epoch: [24], Info: [{'num_test': 100, 'len_tra': 8.38, 'R_tra': 27.138473889231683, 'ctr': '3.23848', 'CV': '0.00911', 'CV_turn': '0.04296', 'Diversity': '0.87490', 'Novelty': '5.71235', 'ifeat_feat': 0.7744630071599046, 'NX_0_len_tra': 29.47, 'NX_0_R_tra': 54.9277398717776, 'NX_0_ctr': '1.86385', 'NX_0_CV': '0.01215', 'NX_0_CV_turn': '0.01629', 'NX_0_Diversity': '0.99305', 'NX_0_Novelty': '6.05769', 'NX_0_ifeat_feat': 0.6250424160162877, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.81932119332254, 'NX_10_ctr': '2.18193', 'NX_10_CV': '0.01012', 'NX_10_CV_turn': '0.04000', 'NX_10_Diversity': '0.99325', 'NX_10_Novelty': '5.99382', 'NX_10_ifeat_feat': 0.739}]
[I 240116 12:14:49 loggers:84] Epoch: [25], Info: [{'num_test': 100, 'len_tra': 8.47, 'R_tra': 26.32285012587905, 'ctr': '3.10777', 'CV': '0.00835', 'CV_turn': '0.03896', 'Diversity': '0.87694', 'Novelty': '5.66742', 'ifeat_feat': 0.8016528925619835, 'NX_0_len_tra': 29.29, 'NX_0_R_tra': 54.692370462194084, 'NX_0_ctr': '1.86727', 'NX_0_CV': '0.01189', 'NX_0_CV_turn': '0.01605', 'NX_0_Diversity': '0.99297', 'NX_0_Novelty': '6.14034', 'NX_0_ifeat_feat': 0.6241037896893138, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 21.61198421433568, 'NX_10_ctr': '2.16120', 'NX_10_CV': '0.00987', 'NX_10_CV_turn': '0.03900', 'NX_10_Diversity': '0.99328', 'NX_10_Novelty': '5.91641', 'NX_10_ifeat_feat': 0.744}]
[I 240116 12:21:06 loggers:84] Epoch: [26], Info: [{'num_test': 100, 'len_tra': 8.65, 'R_tra': 27.236233247667553, 'ctr': '3.14870', 'CV': '0.00987', 'CV_turn': '0.04509', 'Diversity': '0.87714', 'Novelty': '5.81399', 'ifeat_feat': 0.7710982658959538, 'NX_0_len_tra': 29.58, 'NX_0_R_tra': 54.13828194145113, 'NX_0_ctr': '1.83023', 'NX_0_CV': '0.01088', 'NX_0_CV_turn': '0.01454', 'NX_0_Diversity': '0.99298', 'NX_0_Novelty': '6.27638', 'NX_0_ifeat_feat': 0.6159567275185936, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 22.281365120261906, 'NX_10_ctr': '2.22814', 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.03700', 'NX_10_Diversity': '0.99324', 'NX_10_Novelty': '6.13185', 'NX_10_ifeat_feat': 0.686}]
