[I 240116 09:00:56 policy_utils:158] {
      "env": "MovieLensEnv-v0",
      "user_model_name": "DeepFM",
      "seed": 2023,
      "cuda": 7,
      "remove_recommended_ids": false,
      "draw_bar": false,
      "is_userinfo": true,
      "is_all_item_ranking": false,
      "cpu": false,
      "is_save": false,
      "use_userEmbedding": false,
      "use_pretrained_embedding": true,
      "exploration_noise": false,
      "explore_eps": 0.01,
      "need_state_norm": false,
      "freeze_emb": false,
      "reward_handle": "cat",
      "which_tracker": "avg",
      "embedding_dim": 32,
      "window_size": 3,
      "random_init": true,
      "filter_sizes": [
        2,
        3,
        4
      ],
      "num_filters": 16,
      "dropout_rate": 0.1,
      "num_heads": 1,
      "dilations": "[1, 2, 1, 2, 1, 2]",
      "buffer_size": 100000,
      "lr": 0.001,
      "epoch": 100,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "n_step": 3,
      "update_per_step": 0.125,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "reward_threshold": null,
      "gamma": 0.9,
      "step_per_epoch": 100000,
      "step_per_collect": 100,
      "repeat_per_collect": 1,
      "logdir": "log",
      "read_message": "pointneg_3",
      "all_item_ranking": false,
      "is_binarize": true,
      "need_transform": true,
      "use_auxiliary": true,
      "entropy_window": [
        1,
        2
      ],
      "rating_threshold": 4,
      "yfeat": "rating",
      "leave_threshold": 75,
      "num_leave_compute": 7,
      "max_turn": 30,
      "force_length": 10,
      "top_rate": 0.8,
      "model_name": "A2C",
      "vf_coef": 0.5,
      "ent_coef": 0.0,
      "max_grad_norm": null,
      "gae_lambda": 1.0,
      "rew_norm": false,
      "message": "A2C_3",
      "hostname": "server3"
    }
[I 240116 09:08:54 loggers:84] Epoch: [1], Info: [{'num_test': 100, 'len_tra': 5.61, 'R_tra': 15.20631323710084, 'ctr': '2.71057', 'CV': '0.02758', 'CV_turn': '0.19430', 'Diversity': '0.84800', 'Novelty': '5.21896', 'ifeat_feat': 0.7985739750445633, 'NX_0_len_tra': 10.14, 'NX_0_R_tra': 24.84958253711462, 'NX_0_ctr': '2.45065', 'NX_0_CV': '0.04732', 'NX_0_CV_turn': '0.18442', 'NX_0_Diversity': '0.99220', 'NX_0_Novelty': '5.55536', 'NX_0_ifeat_feat': 0.7790927021696252, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.64992671340704, 'NX_10_ctr': '2.36499', 'NX_10_CV': '0.04504', 'NX_10_CV_turn': '0.17800', 'NX_10_Diversity': '0.99313', 'NX_10_Novelty': '5.68578', 'NX_10_ifeat_feat': 0.781}]
[I 240116 10:17:36 loggers:84] Epoch: [12], Info: [{'num_test': 100, 'len_tra': 7.96, 'R_tra': 25.95097876906395, 'ctr': '3.26017', 'CV': '0.00860', 'CV_turn': '0.04271', 'Diversity': '0.88134', 'Novelty': '5.51170', 'ifeat_feat': 0.8907035175879398, 'NX_0_len_tra': 25.47, 'NX_0_R_tra': 50.27237323224544, 'NX_0_ctr': '1.97379', 'NX_0_CV': '0.03644', 'NX_0_CV_turn': '0.05654', 'NX_0_Diversity': '0.99296', 'NX_0_Novelty': '5.94206', 'NX_0_ifeat_feat': 0.7451904201020809, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.963154870122672, 'NX_10_ctr': '2.39632', 'NX_10_CV': '0.01240', 'NX_10_CV_turn': '0.04900', 'NX_10_Diversity': '0.99289', 'NX_10_Novelty': '5.83048', 'NX_10_ifeat_feat': 0.81}]
[I 240116 10:23:40 loggers:84] Epoch: [13], Info: [{'num_test': 100, 'len_tra': 8.2, 'R_tra': 26.25086315661669, 'ctr': '3.20132', 'CV': '0.00886', 'CV_turn': '0.04268', 'Diversity': '0.88303', 'Novelty': '5.31942', 'ifeat_feat': 0.8585365853658536, 'NX_0_len_tra': 25.46, 'NX_0_R_tra': 51.532315051555635, 'NX_0_ctr': '2.02405', 'NX_0_CV': '0.04276', 'NX_0_CV_turn': '0.06638', 'NX_0_Diversity': '0.99293', 'NX_0_Novelty': '5.95766', 'NX_0_ifeat_feat': 0.7478397486252946, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.270319934785366, 'NX_10_ctr': '2.42703', 'NX_10_CV': '0.01316', 'NX_10_CV_turn': '0.05200', 'NX_10_Diversity': '0.99280', 'NX_10_Novelty': '5.65728', 'NX_10_ifeat_feat': 0.787}]
[I 240116 10:29:41 loggers:84] Epoch: [14], Info: [{'num_test': 100, 'len_tra': 7.67, 'R_tra': 24.475150159001352, 'ctr': '3.19102', 'CV': '0.00835', 'CV_turn': '0.04302', 'Diversity': '0.87334', 'Novelty': '5.27598', 'ifeat_feat': 0.8591916558018253, 'NX_0_len_tra': 25.96, 'NX_0_R_tra': 50.838824235051874, 'NX_0_ctr': '1.95835', 'NX_0_CV': '0.03745', 'NX_0_CV_turn': '0.05701', 'NX_0_Diversity': '0.99294', 'NX_0_Novelty': '5.93881', 'NX_0_ifeat_feat': 0.75231124807396, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.69543925508857, 'NX_10_ctr': '2.36954', 'NX_10_CV': '0.01139', 'NX_10_CV_turn': '0.04500', 'NX_10_Diversity': '0.99282', 'NX_10_Novelty': '5.75741', 'NX_10_ifeat_feat': 0.797}]
[I 240116 10:35:55 loggers:84] Epoch: [15], Info: [{'num_test': 100, 'len_tra': 8.1, 'R_tra': 25.750506730973722, 'ctr': '3.17907', 'CV': '0.00835', 'CV_turn': '0.04074', 'Diversity': '0.88558', 'Novelty': '5.34920', 'ifeat_feat': 0.8888888888888888, 'NX_0_len_tra': 24.66, 'NX_0_R_tra': 50.09377942085266, 'NX_0_ctr': '2.03138', 'NX_0_CV': '0.03720', 'NX_0_CV_turn': '0.05961', 'NX_0_Diversity': '0.99292', 'NX_0_Novelty': '5.98003', 'NX_0_ifeat_feat': 0.754257907542579, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.826483016461133, 'NX_10_ctr': '2.48265', 'NX_10_CV': '0.01189', 'NX_10_CV_turn': '0.04700', 'NX_10_Diversity': '0.99278', 'NX_10_Novelty': '5.72794', 'NX_10_ifeat_feat': 0.8}]
[I 240116 10:41:54 loggers:84] Epoch: [16], Info: [{'num_test': 100, 'len_tra': 7.76, 'R_tra': 25.002892310321332, 'ctr': '3.22202', 'CV': '0.00784', 'CV_turn': '0.03995', 'Diversity': '0.87446', 'Novelty': '5.32333', 'ifeat_feat': 0.8930412371134021, 'NX_0_len_tra': 24.77, 'NX_0_R_tra': 50.00046562537551, 'NX_0_ctr': '2.01859', 'NX_0_CV': '0.04580', 'NX_0_CV_turn': '0.07307', 'NX_0_Diversity': '0.99274', 'NX_0_Novelty': '5.91409', 'NX_0_ifeat_feat': 0.7731126362535325, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.77216780975461, 'NX_10_ctr': '2.47722', 'NX_10_CV': '0.01037', 'NX_10_CV_turn': '0.04100', 'NX_10_Diversity': '0.99254', 'NX_10_Novelty': '5.56182', 'NX_10_ifeat_feat': 0.835}]
[I 240116 10:48:01 loggers:84] Epoch: [17], Info: [{'num_test': 100, 'len_tra': 7.12, 'R_tra': 23.198663493841888, 'ctr': '3.25824', 'CV': '0.00658', 'CV_turn': '0.03652', 'Diversity': '0.84661', 'Novelty': '5.18592', 'ifeat_feat': 0.875, 'NX_0_len_tra': 26.16, 'NX_0_R_tra': 53.09632737249136, 'NX_0_ctr': '2.02968', 'NX_0_CV': '0.04200', 'NX_0_CV_turn': '0.06346', 'NX_0_Diversity': '0.99292', 'NX_0_Novelty': '5.93250', 'NX_0_ifeat_feat': 0.7759938837920489, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.319542122483252, 'NX_10_ctr': '2.53195', 'NX_10_CV': '0.01037', 'NX_10_CV_turn': '0.04100', 'NX_10_Diversity': '0.99260', 'NX_10_Novelty': '5.59158', 'NX_10_ifeat_feat': 0.842}]
[I 240116 10:54:15 loggers:84] Epoch: [18], Info: [{'num_test': 100, 'len_tra': 7.75, 'R_tra': 25.61646248564124, 'ctr': '3.30535', 'CV': '0.00683', 'CV_turn': '0.03484', 'Diversity': '0.87026', 'Novelty': '5.30259', 'ifeat_feat': 0.8761290322580645, 'NX_0_len_tra': 24.94, 'NX_0_R_tra': 50.39620033018291, 'NX_0_ctr': '2.02070', 'NX_0_CV': '0.04150', 'NX_0_CV_turn': '0.06576', 'NX_0_Diversity': '0.99288', 'NX_0_Novelty': '5.94636', 'NX_0_ifeat_feat': 0.776663993584603, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.405487378500403, 'NX_10_ctr': '2.54055', 'NX_10_CV': '0.00911', 'NX_10_CV_turn': '0.03600', 'NX_10_Diversity': '0.99239', 'NX_10_Novelty': '5.60482', 'NX_10_ifeat_feat': 0.845}]
[I 240116 11:00:36 loggers:84] Epoch: [19], Info: [{'num_test': 100, 'len_tra': 7.16, 'R_tra': 22.967142505943777, 'ctr': '3.20770', 'CV': '0.00683', 'CV_turn': '0.03771', 'Diversity': '0.84359', 'Novelty': '5.23563', 'ifeat_feat': 0.8645251396648045, 'NX_0_len_tra': 26.27, 'NX_0_R_tra': 53.629406729638575, 'NX_0_ctr': '2.04147', 'NX_0_CV': '0.04099', 'NX_0_CV_turn': '0.06167', 'NX_0_Diversity': '0.99289', 'NX_0_Novelty': '5.98472', 'NX_0_ifeat_feat': 0.7674153026265702, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.650541723668574, 'NX_10_ctr': '2.56505', 'NX_10_CV': '0.00886', 'NX_10_CV_turn': '0.03500', 'NX_10_Diversity': '0.99238', 'NX_10_Novelty': '5.63654', 'NX_10_ifeat_feat': 0.846}]
[I 240116 11:06:56 loggers:84] Epoch: [20], Info: [{'num_test': 100, 'len_tra': 7.65, 'R_tra': 24.907037560492753, 'ctr': '3.25582', 'CV': '0.00734', 'CV_turn': '0.03791', 'Diversity': '0.86592', 'Novelty': '5.30843', 'ifeat_feat': 0.8718954248366013, 'NX_0_len_tra': 26.19, 'NX_0_R_tra': 51.57511310301721, 'NX_0_ctr': '1.96927', 'NX_0_CV': '0.04378', 'NX_0_CV_turn': '0.06606', 'NX_0_Diversity': '0.99288', 'NX_0_Novelty': '5.92871', 'NX_0_ifeat_feat': 0.7678503245513555, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 25.515696088671685, 'NX_10_ctr': '2.55157', 'NX_10_CV': '0.00860', 'NX_10_CV_turn': '0.03400', 'NX_10_Diversity': '0.99231', 'NX_10_Novelty': '5.65975', 'NX_10_ifeat_feat': 0.87}]
[I 240116 11:13:37 loggers:84] Epoch: [21], Info: [{'num_test': 100, 'len_tra': 7.83, 'R_tra': 25.264065921008587, 'ctr': '3.22657', 'CV': '0.00582', 'CV_turn': '0.02937', 'Diversity': '0.87315', 'Novelty': '5.22253', 'ifeat_feat': 0.8876117496807152, 'NX_0_len_tra': 25.63, 'NX_0_R_tra': 52.94383073993027, 'NX_0_ctr': '2.06570', 'NX_0_CV': '0.04251', 'NX_0_CV_turn': '0.06555', 'NX_0_Diversity': '0.99285', 'NX_0_Novelty': '5.97528', 'NX_0_ifeat_feat': 0.7655091689426453, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.081287218034266, 'NX_10_ctr': '2.60813', 'NX_10_CV': '0.00886', 'NX_10_CV_turn': '0.03500', 'NX_10_Diversity': '0.99226', 'NX_10_Novelty': '5.62351', 'NX_10_ifeat_feat': 0.864}]
[I 240116 11:20:29 loggers:84] Epoch: [22], Info: [{'num_test': 100, 'len_tra': 7.9, 'R_tra': 25.250141870081425, 'ctr': '3.19622', 'CV': '0.00658', 'CV_turn': '0.03291', 'Diversity': '0.87409', 'Novelty': '5.35909', 'ifeat_feat': 0.889873417721519, 'NX_0_len_tra': 25.13, 'NX_0_R_tra': 50.74597227327526, 'NX_0_ctr': '2.01934', 'NX_0_CV': '0.03973', 'NX_0_CV_turn': '0.06248', 'NX_0_Diversity': '0.99282', 'NX_0_Novelty': '5.99513', 'NX_0_ifeat_feat': 0.761241543971349, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.787670939266683, 'NX_10_ctr': '2.67877', 'NX_10_CV': '0.00936', 'NX_10_CV_turn': '0.03700', 'NX_10_Diversity': '0.99222', 'NX_10_Novelty': '5.83237', 'NX_10_ifeat_feat': 0.836}]
[I 240116 11:27:26 loggers:84] Epoch: [23], Info: [{'num_test': 100, 'len_tra': 7.81, 'R_tra': 25.661010224223137, 'ctr': '3.28566', 'CV': '0.00582', 'CV_turn': '0.02945', 'Diversity': '0.85920', 'Novelty': '5.22315', 'ifeat_feat': 0.8962868117797695, 'NX_0_len_tra': 24.71, 'NX_0_R_tra': 50.55442761495709, 'NX_0_ctr': '2.04591', 'NX_0_CV': '0.03947', 'NX_0_CV_turn': '0.06313', 'NX_0_Diversity': '0.99282', 'NX_0_Novelty': '5.94929', 'NX_0_ifeat_feat': 0.7616349656009712, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.35633256778121, 'NX_10_ctr': '2.63563', 'NX_10_CV': '0.01037', 'NX_10_CV_turn': '0.04100', 'NX_10_Diversity': '0.99219', 'NX_10_Novelty': '5.54470', 'NX_10_ifeat_feat': 0.821}]
[I 240116 11:34:35 loggers:84] Epoch: [24], Info: [{'num_test': 100, 'len_tra': 8.06, 'R_tra': 26.44699250727892, 'ctr': '3.28126', 'CV': '0.00658', 'CV_turn': '0.03226', 'Diversity': '0.87512', 'Novelty': '5.17452', 'ifeat_feat': 0.8598014888337469, 'NX_0_len_tra': 24.29, 'NX_0_R_tra': 49.0396028290689, 'NX_0_ctr': '2.01892', 'NX_0_CV': '0.03694', 'NX_0_CV_turn': '0.06011', 'NX_0_Diversity': '0.99287', 'NX_0_Novelty': '5.89659', 'NX_0_ifeat_feat': 0.7426924660354055, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.63703824862838, 'NX_10_ctr': '2.66370', 'NX_10_CV': '0.01113', 'NX_10_CV_turn': '0.04400', 'NX_10_Diversity': '0.99223', 'NX_10_Novelty': '5.66202', 'NX_10_ifeat_feat': 0.818}]
[I 240116 11:41:33 loggers:84] Epoch: [25], Info: [{'num_test': 100, 'len_tra': 8.12, 'R_tra': 27.282412918806077, 'ctr': '3.35990', 'CV': '0.00633', 'CV_turn': '0.03079', 'Diversity': '0.86526', 'Novelty': '4.95071', 'ifeat_feat': 0.7770935960591133, 'NX_0_len_tra': 21.45, 'NX_0_R_tra': 44.472246414572, 'NX_0_ctr': '2.07330', 'NX_0_CV': '0.04453', 'NX_0_CV_turn': '0.08205', 'NX_0_Diversity': '0.99265', 'NX_0_Novelty': '5.85385', 'NX_0_ifeat_feat': 0.7417249417249417, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.9966875192523, 'NX_10_ctr': '2.69967', 'NX_10_CV': '0.01442', 'NX_10_CV_turn': '0.05700', 'NX_10_Diversity': '0.99217', 'NX_10_Novelty': '5.58036', 'NX_10_ifeat_feat': 0.791}]
[I 240116 11:48:15 loggers:84] Epoch: [26], Info: [{'num_test': 100, 'len_tra': 8.33, 'R_tra': 28.71932413548231, 'ctr': '3.44770', 'CV': '0.00557', 'CV_turn': '0.02641', 'Diversity': '0.85997', 'Novelty': '4.88610', 'ifeat_feat': 0.7743097238895558, 'NX_0_len_tra': 17.74, 'NX_0_R_tra': 38.03726168200374, 'NX_0_ctr': '2.14415', 'NX_0_CV': '0.04428', 'NX_0_CV_turn': '0.09865', 'NX_0_Diversity': '0.99254', 'NX_0_Novelty': '5.77273', 'NX_0_ifeat_feat': 0.758173618940248, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 26.478354315757752, 'NX_10_ctr': '2.64784', 'NX_10_CV': '0.01569', 'NX_10_CV_turn': '0.06200', 'NX_10_Diversity': '0.99232', 'NX_10_Novelty': '5.58662', 'NX_10_ifeat_feat': 0.776}]
